name,platform,cluster,applications,backup_enabled,backup_ip,backup_location,business_owner,cpu_cores,criticality,datacenter,decommission_date,description,disks,environment,external_id,fqdn,ha_enabled,last_patch_date,last_verified_at,last_vuln_scan_date,lifecycle,memory_mb,monitoring_enabled,node,os_distribution,os_family,os_name,os_version,owner,pmp_enabled,private_ip,public_ip,security_remarks,sr_id,status,tags,technical_owner,vm_type
vm-pro-047,proxmox,pve-cluster-01,iis;sqlserver:data-team,false,,,Engineering,8,low,dc-west-02,2026-10-09,Fleet VM instance 047 hosting infrastructure services,scsi0:60:nvme-fast:thin,sandbox,vm-ext-1047,vm-pro-047.example.com,true,2026-06-07,2026-07-25,2026-05-05,retiring,65536,true,pve-node-03,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,Sarah Jenkins,true,10.0.20.57:110:10.0.20.1,,,SR-50047,decommissioned,cache;redis;in-memory;high-throughput,SecOps,temporary
vm-pro-048,proxmox,pve-cluster-01,mongodb:database-team;express-api,true,172.16.10.58:300:172.16.10.1,s3://backups/vm-pro-048,Marketing Dept,2,high,dc-west-02,2026-10-17,Fleet VM instance 048 hosting infrastructure services,scsi0:80:vsan-ds01,staging,vm-ext-1048,vm-pro-048.example.com,true,2026-06-01,2026-07-11,2026-05-06,retiring,16384,true,pve-node-04,AlmaLinux 9.3,linux,AlmaLinux,9.3,Jane Doe,true,10.0.12.58:102:10.0.12.1,,,SR-50048,powered_off,cache;redis;in-memory;high-throughput,DevOps Team,temporary
vm-pro-049,proxmox,pve-cluster-02,kafka:stream-team;zookeeper;schema-registry,true,172.16.10.59:300:172.16.10.1,s3://backups/vm-pro-049,Finance Corp,2,low,dc-east-02,,Fleet VM instance 049 hosting infrastructure services,scsi0:60:nvme-fast:thin,sandbox,vm-ext-1049,vm-pro-049.example.com,true,2026-06-08,2026-07-04,2026-05-05,planned,32768,true,pve-node-01,Server 2022 Datacenter,windows,Windows Server,2022,Sarah Jenkins,true,10.0.12.59:102:10.0.12.1,,Quarterly security audit passed,SR-50049,decommissioned,k8s;worker;stateless;compute,Infrastructure Team,permanent
vm-pro-050,proxmox,pve-cluster-01,grafana:monitoring-team;prometheus;alertmanager,false,172.16.10.60:300:172.16.10.1,,HR Systems,8,low,dc-west-02,,Fleet VM instance 050 hosting infrastructure services,scsi0:30,dr,vm-ext-1050,vm-pro-050.example.com,false,2026-06-28,2026-07-03,2026-05-20,active,32768,true,pve-node-02,RHEL 9.2 Enterprise,linux,RedHat,9.2,Jane Doe,false,10.0.10.60:100:10.0.10.1,198.51.100.60:200:198.51.100.1,Quarterly security audit passed,SR-50050,archived,monitoring;metrics;prometheus;ops,Infrastructure Team,permanent
vm-pro-051,proxmox,pve-cluster-02,haproxy:load-balancer-team;keepalived,true,,s3://backups/vm-pro-051,Customer Success,4,high,dc-west-01,,Fleet VM instance 051 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,dr,vm-ext-1051,vm-pro-051.example.com,false,2026-06-25,2026-07-11,2026-05-22,active,2048,true,pve-node-02,Server 2019 Standard,windows,Windows Server,2019,John Smith,true,10.0.12.61:102:10.0.12.1,198.51.100.61:200:198.51.100.1,,SR-50051,unknown,cache;redis;in-memory;high-throughput,SecOps,permanent
vm-pro-052,proxmox,pve-cluster-02,haproxy:load-balancer-team;keepalived,false,172.16.10.62:300:172.16.10.1,s3://backups/vm-pro-052,Customer Success,8,medium,dc-eu-01,,Fleet VM instance 052 hosting infrastructure services,disk0:80:vsan-datastore:thin,sandbox,vm-ext-1052,vm-pro-052.example.com,true,2026-06-05,2026-07-22,2026-05-23,planned,65536,true,pve-node-01,Ubuntu 24.04 LTS,linux,Ubuntu,24.04,Sarah Jenkins,false,10.0.20.62:110:10.0.20.1,198.51.100.62:200:198.51.100.1,,SR-50052,running,search;elastic;cluster-node;heavy-io,SecOps,permanent
vm-vmw-053,vmware,vsphere-cluster-01,mongodb:database-team;express-api,true,,s3://backups/vm-vmw-053,Engineering,2,high,dc-west-01,,Fleet VM instance 053 hosting infrastructure services,scsi0:40:local-zfs:thin;scsi1:200:local-zfs:thin,staging,vm-ext-1053,vm-vmw-053.example.com,true,2026-06-05,2026-07-06,2026-05-06,active,32768,true,esxi-host-03,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,Michael Brown,true,10.0.11.63:101:10.0.11.1,,Quarterly security audit passed,SR-50053,unknown,dev;sandbox;experimental,SRE Team,permanent
vm-pro-054,proxmox,pve-cluster-02,nginx:web-team;postgres:database-team;redis,true,172.16.10.64:300:172.16.10.1,s3://backups/vm-pro-054,Engineering,4,medium,dc-east-02,2026-10-18,Fleet VM instance 054 hosting infrastructure services,scsi0:60:nvme-fast:thin,dr,vm-ext-1054,vm-pro-054.example.com,true,2026-06-26,2026-07-20,2026-05-05,retiring,8192,true,pve-node-03,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,Sarah Jenkins,true,10.0.12.64:102:10.0.12.1,198.51.100.64:200:198.51.100.1,Quarterly security audit passed,SR-50054,powered_off,dev;sandbox;experimental,SecOps,temporary
vm-vmw-055,vmware,vsphere-cluster-03,elasticsearch:log-team;kibana;logstash,false,,s3://backups/vm-vmw-055,Finance Corp,4,medium,dc-eu-01,,Fleet VM instance 055 hosting infrastructure services,disk0:250:ssd-array:thick;disk1:500:hdd-array:thick,production,vm-ext-1055,vm-vmw-055.example.com,true,2026-06-04,2026-07-23,2026-05-21,planned,16384,true,esxi-host-01,RHEL 9.2 Enterprise,linux,RedHat,9.2,Alex Lee,false,10.0.20.65:110:10.0.20.1,,,SR-50055,running,k8s;worker;stateless;compute,SecOps,permanent
vm-pro-056,proxmox,pve-cluster-02,haproxy:load-balancer-team;keepalived,false,172.16.10.66:300:172.16.10.1,s3://backups/vm-pro-056,Finance Corp,32,low,dc-east-02,,Fleet VM instance 056 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,dr,vm-ext-1056,vm-pro-056.example.com,true,2026-06-04,2026-07-16,2026-05-20,active,32768,true,pve-node-04,Debian 12 Bookworm,linux,Debian,12.5,Maria Garcia,false,10.0.11.66:101:10.0.11.1,198.51.100.66:200:198.51.100.1,,SR-50056,running,messaging;kafka;broker;event-driven,SRE Team,permanent
vm-pro-057,proxmox,pve-cluster-01,rabbitmq:messaging-team;worker:backend-team,true,,s3://backups/vm-pro-057,Logistics Platform,32,medium,dc-west-02,,Fleet VM instance 057 hosting infrastructure services,disk0:80:vsan-datastore:thin,production,vm-ext-1057,vm-pro-057.example.com,true,2026-06-01,2026-07-12,2026-05-26,active,32768,true,pve-node-03,Server 2022 Datacenter,windows,Windows Server,2022,David Chen,true,10.0.10.67:100:10.0.10.1,198.51.100.67:200:198.51.100.1,,SR-50057,decommissioned,windows;ad;domain-controller;core,Infrastructure Team,permanent
vm-pro-058,proxmox,pve-cluster-02,iis;sqlserver:data-team,true,172.16.10.68:300:172.16.10.1,s3://backups/vm-pro-058,Retail Ops,16,medium,dc-east-01,2027-12-21,Fleet VM instance 058 hosting infrastructure services,harddisk1:100:san-storage-01:thick;harddisk2:1000:san-storage-02:thick,uat,vm-ext-1058,vm-pro-058.example.com,false,2026-06-16,2026-07-09,2026-05-02,retiring,2048,true,pve-node-02,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,Alex Lee,true,10.0.11.68:101:10.0.11.1,,Quarterly security audit passed,SR-50058,unknown,cache;redis;in-memory;high-throughput,DevOps Team,permanent
vm-pro-059,proxmox,pve-cluster-02,grafana:monitoring-team;prometheus;alertmanager,true,,,Finance Corp,32,low,dc-east-01,2026-10-13,Fleet VM instance 059 hosting infrastructure services,scsi0:60:nvme-fast:thin,uat,vm-ext-1059,vm-pro-059.example.com,false,2026-06-11,2026-07-22,2026-05-10,retiring,8192,true,pve-node-03,Debian 12 Bookworm,linux,Debian,12.5,Michael Brown,true,10.0.11.69:101:10.0.11.1,198.51.100.69:200:198.51.100.1,,SR-50059,unknown,monitoring;metrics;prometheus;ops,Platform Eng,temporary
vm-vmw-060,vmware,vsphere-cluster-01,rabbitmq:messaging-team;worker:backend-team,true,172.16.10.70:300:172.16.10.1,s3://backups/vm-vmw-060,Customer Success,8,critical,dc-west-01,,Fleet VM instance 060 hosting infrastructure services,disk0:250:ssd-array:thick;disk1:500:hdd-array:thick,dr,vm-ext-1060,vm-vmw-060.example.com,true,2026-06-08,2026-07-25,2026-05-21,planned,32768,false,esxi-host-04,Server 2022 Datacenter,windows,Windows Server,2022,Michael Brown,false,10.0.10.70:100:10.0.10.1,,,SR-50060,decommissioned,search;elastic;cluster-node;heavy-io,Platform Eng,permanent
vm-pro-061,proxmox,pve-cluster-01,kafka:stream-team;zookeeper;schema-registry,false,,s3://backups/vm-pro-061,Retail Ops,2,low,dc-west-01,,Fleet VM instance 061 hosting infrastructure services,scsi0:80:vsan-ds01,uat,vm-ext-1061,vm-pro-061.example.com,true,2026-06-20,2026-07-10,2026-05-23,retired,2048,true,pve-node-04,Debian 12 Bookworm,linux,Debian,12.5,Sarah Jenkins,true,10.0.15.71:105:10.0.15.1,,,SR-50061,running,database;primary;critical;postgres,SecOps,permanent
vm-pro-062,proxmox,pve-cluster-01,grafana:monitoring-team;prometheus;alertmanager,false,,s3://backups/vm-pro-062,Customer Success,4,critical,dc-east-02,,Fleet VM instance 062 hosting infrastructure services,disk0:250:ssd-array:thick;disk1:500:hdd-array:thick,dr,vm-ext-1062,vm-pro-062.example.com,true,2026-06-16,2026-07-01,2026-05-12,active,65536,true,pve-node-04,AlmaLinux 9.3,linux,AlmaLinux,9.3,Sarah Jenkins,false,10.0.20.72:110:10.0.20.1,,,SR-50062,archived,messaging;kafka;broker;event-driven,Platform Eng,permanent
vm-pro-063,proxmox,pve-cluster-01,api-gateway;auth-service:security-team;rate-limiter,true,,,Customer Success,2,low,dc-west-01,2026-10-27,Fleet VM instance 063 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,sandbox,vm-ext-1063,vm-pro-063.example.com,true,2026-06-14,2026-07-17,2026-05-28,retiring,16384,true,pve-node-01,AlmaLinux 9.3,linux,AlmaLinux,9.3,Maria Garcia,true,10.0.10.73:100:10.0.10.1,,Quarterly security audit passed,SR-50063,decommissioned,messaging;kafka;broker;event-driven,Infrastructure Team,temporary
vm-pro-064,proxmox,pve-cluster-02,nginx:web-team;postgres:database-team;redis,true,172.16.10.74:300:172.16.10.1,,Engineering,4,high,dc-east-02,,Fleet VM instance 064 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,uat,vm-ext-1064,vm-pro-064.example.com,true,2026-06-20,2026-07-11,2026-05-27,active,65536,true,pve-node-02,Debian 12 Bookworm,linux,Debian,12.5,Alex Lee,false,10.0.11.74:101:10.0.11.1,198.51.100.74:200:198.51.100.1,Quarterly security audit passed,SR-50064,suspended,database;primary;critical;postgres,Infrastructure Team,permanent
vm-pro-065,proxmox,pve-cluster-02,celery:backend-team;redis:cache-team,true,172.16.10.75:300:172.16.10.1,s3://backups/vm-pro-065,Finance Corp,16,critical,dc-eu-01,2026-10-21,Fleet VM instance 065 hosting infrastructure services,disk0:250:ssd-array:thick;disk1:500:hdd-array:thick,sandbox,vm-ext-1065,vm-pro-065.example.com,false,2026-06-23,2026-07-11,2026-05-24,retiring,8192,true,pve-node-02,Debian 12 Bookworm,linux,Debian,12.5,Maria Garcia,false,10.0.15.75:105:10.0.15.1,,,SR-50065,suspended,k8s;worker;stateless;compute,Platform Eng,temporary
vm-vmw-066,vmware,vsphere-cluster-03,grafana:monitoring-team;prometheus;alertmanager,true,,,Retail Ops,16,high,dc-east-01,2026-10-09,Fleet VM instance 066 hosting infrastructure services,scsi0:60:nvme-fast:thin,uat,vm-ext-1066,vm-vmw-066.example.com,true,2026-06-17,2026-07-15,2026-05-16,retiring,32768,true,esxi-host-05,RHEL 9.2 Enterprise,linux,RedHat,9.2,Maria Garcia,true,10.0.11.76:101:10.0.11.1,,,SR-50066,running,web;prod;pci-dss;frontend,SRE Team,temporary
vm-pro-067,proxmox,pve-cluster-02,rabbitmq:messaging-team;worker:backend-team,true,172.16.10.77:300:172.16.10.1,s3://backups/vm-pro-067,Finance Corp,16,medium,dc-east-02,,Fleet VM instance 067 hosting infrastructure services,harddisk1:100:san-storage-01:thick;harddisk2:1000:san-storage-02:thick,development,vm-ext-1067,vm-pro-067.example.com,false,2026-06-02,2026-07-19,2026-05-18,planned,8192,false,pve-node-04,RHEL 9.2 Enterprise,linux,RedHat,9.2,David Chen,false,10.0.20.77:110:10.0.20.1,198.51.100.77:200:198.51.100.1,,SR-50067,running,messaging;kafka;broker;event-driven,SRE Team,permanent
vm-vmw-068,vmware,vsphere-cluster-01,rabbitmq:messaging-team;worker:backend-team,false,,s3://backups/vm-vmw-068,Engineering,8,medium,dc-eu-01,,Fleet VM instance 068 hosting infrastructure services,scsi0:40:local-zfs:thin;scsi1:200:local-zfs:thin,dr,vm-ext-1068,vm-vmw-068.example.com,true,2026-06-05,2026-07-20,2026-05-17,active,4096,false,esxi-host-04,RHEL 9.2 Enterprise,linux,RedHat,9.2,John Smith,true,10.0.12.78:102:10.0.12.1,198.51.100.78:200:198.51.100.1,Quarterly security audit passed,SR-50068,running,monitoring;metrics;prometheus;ops,Infrastructure Team,permanent
vm-vmw-069,vmware,vsphere-cluster-01,gitlab-runner;docker-registry,true,172.16.10.79:300:172.16.10.1,s3://backups/vm-vmw-069,Logistics Platform,16,medium,dc-eu-01,2026-10-16,Fleet VM instance 069 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,testing,vm-ext-1069,vm-vmw-069.example.com,false,2026-06-19,2026-07-19,2026-05-08,retiring,32768,true,esxi-host-04,Server 2019 Standard,windows,Windows Server,2019,Alex Lee,true,10.0.10.79:100:10.0.10.1,,Quarterly security audit passed,SR-50069,suspended,dev;sandbox;experimental,Platform Eng,temporary
vm-pro-070,proxmox,pve-cluster-02,grafana:monitoring-team;prometheus;alertmanager,false,,s3://backups/vm-pro-070,Logistics Platform,32,critical,dc-east-02,2027-12-11,Fleet VM instance 070 hosting infrastructure services,scsi0:40:local-zfs:thin;scsi1:200:local-zfs:thin,production,vm-ext-1070,vm-pro-070.example.com,false,2026-06-17,2026-07-13,2026-05-11,retiring,32768,false,pve-node-02,RHEL 9.2 Enterprise,linux,RedHat,9.2,Maria Garcia,true,10.0.11.80:101:10.0.11.1,198.51.100.80:200:198.51.100.1,Quarterly security audit passed,SR-50070,running,messaging;kafka;broker;event-driven,SRE Team,permanent
vm-vmw-071,vmware,vsphere-cluster-03,celery:backend-team;redis:cache-team,true,172.16.10.81:300:172.16.10.1,s3://backups/vm-vmw-071,Customer Success,8,high,dc-west-01,,Fleet VM instance 071 hosting infrastructure services,scsi0:30,dr,vm-ext-1071,vm-vmw-071.example.com,true,2026-06-19,2026-07-22,2026-05-18,retired,65536,true,esxi-host-03,Debian 12 Bookworm,linux,Debian,12.5,John Smith,true,10.0.11.81:101:10.0.11.1,198.51.100.81:200:198.51.100.1,,SR-50071,suspended,cache;redis;in-memory;high-throughput,Platform Eng,permanent
vm-pro-072,proxmox,pve-cluster-02,mongodb:database-team;express-api,false,172.16.10.82:300:172.16.10.1,s3://backups/vm-pro-072,Retail Ops,32,medium,dc-west-01,2026-10-24,Fleet VM instance 072 hosting infrastructure services,disk0:250:ssd-array:thick;disk1:500:hdd-array:thick,production,vm-ext-1072,vm-pro-072.example.com,true,2026-06-02,2026-07-04,2026-05-14,retiring,65536,true,pve-node-01,RHEL 9.2 Enterprise,linux,RedHat,9.2,Alex Lee,true,10.0.11.82:101:10.0.11.1,,Quarterly security audit passed,SR-50072,suspended,dev;sandbox;experimental,DevOps Team,temporary
vm-pro-073,proxmox,pve-cluster-01,elasticsearch:log-team;kibana;logstash,false,172.16.10.83:300:172.16.10.1,s3://backups/vm-pro-073,Retail Ops,2,low,dc-eu-01,2026-10-21,Fleet VM instance 073 hosting infrastructure services,scsi0:80:vsan-ds01,staging,vm-ext-1073,vm-pro-073.example.com,true,2026-06-02,2026-07-13,2026-05-26,retiring,65536,true,pve-node-01,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,David Chen,true,10.0.12.83:102:10.0.12.1,,Quarterly security audit passed,SR-50073,unknown,staging;campaign;temp;marketing,Infrastructure Team,temporary
vm-pro-074,proxmox,pve-cluster-01,elasticsearch:log-team;kibana;logstash,true,,,Retail Ops,32,medium,dc-eu-01,,Fleet VM instance 074 hosting infrastructure services,harddisk1:100:san-storage-01:thick;harddisk2:1000:san-storage-02:thick,production,vm-ext-1074,vm-pro-074.example.com,false,2026-06-26,2026-07-10,2026-05-19,retired,16384,false,pve-node-03,AlmaLinux 9.3,linux,AlmaLinux,9.3,Alex Lee,false,10.0.15.84:105:10.0.15.1,198.51.100.84:200:198.51.100.1,Quarterly security audit passed,SR-50074,unknown,monitoring;metrics;prometheus;ops,SRE Team,permanent
vm-vmw-075,vmware,vsphere-cluster-02,iis;sqlserver:data-team,true,,s3://backups/vm-vmw-075,Logistics Platform,16,low,dc-west-01,,Fleet VM instance 075 hosting infrastructure services,scsi0:80:vsan-ds01,production,vm-ext-1075,vm-vmw-075.example.com,false,2026-06-02,2026-07-22,2026-05-04,active,4096,true,esxi-host-05,RHEL 9.2 Enterprise,linux,RedHat,9.2,Maria Garcia,true,10.0.12.85:102:10.0.12.1,198.51.100.85:200:198.51.100.1,Quarterly security audit passed,SR-50075,running,k8s;worker;stateless;compute,Cloud Ops,permanent
vm-vmw-076,vmware,vsphere-cluster-03,active-directory;dns-service;dhcp-server,true,172.16.10.86:300:172.16.10.1,s3://backups/vm-vmw-076,Customer Success,32,medium,dc-west-01,,Fleet VM instance 076 hosting infrastructure services,scsi0:80:vsan-ds01,production,vm-ext-1076,vm-vmw-076.example.com,true,2026-06-20,2026-07-03,2026-05-17,active,8192,true,esxi-host-05,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,Maria Garcia,true,10.0.15.86:105:10.0.15.1,,Quarterly security audit passed,SR-50076,powered_off,cache;redis;in-memory;high-throughput,Infrastructure Team,permanent
vm-pro-077,proxmox,pve-cluster-01,iis;sqlserver:data-team,true,172.16.10.87:300:172.16.10.1,s3://backups/vm-pro-077,Marketing Dept,16,high,dc-eu-01,,Fleet VM instance 077 hosting infrastructure services,scsi0:30,development,vm-ext-1077,vm-pro-077.example.com,true,2026-06-10,2026-07-24,2026-05-01,retired,2048,false,pve-node-01,RHEL 9.2 Enterprise,linux,RedHat,9.2,David Chen,false,10.0.10.87:100:10.0.10.1,198.51.100.87:200:198.51.100.1,Quarterly security audit passed,SR-50077,archived,web;prod;pci-dss;frontend,SRE Team,permanent
vm-pro-078,proxmox,pve-cluster-01,active-directory;dns-service;dhcp-server,false,,s3://backups/vm-pro-078,Marketing Dept,16,critical,dc-west-02,2027-12-02,Fleet VM instance 078 hosting infrastructure services,scsi0:40:local-zfs:thin;scsi1:200:local-zfs:thin,uat,vm-ext-1078,vm-pro-078.example.com,true,2026-06-28,2026-07-12,2026-05-04,retiring,8192,true,pve-node-01,Debian 12 Bookworm,linux,Debian,12.5,Maria Garcia,true,10.0.15.88:105:10.0.15.1,,,SR-50078,running,search;elastic;cluster-node;heavy-io,SRE Team,permanent
vm-pro-079,proxmox,pve-cluster-01,gitlab-runner;docker-registry,true,,,Finance Corp,4,low,dc-east-01,2026-10-27,Fleet VM instance 079 hosting infrastructure services,scsi0:80:vsan-ds01,testing,vm-ext-1079,vm-pro-079.example.com,true,2026-06-04,2026-07-20,2026-05-02,retiring,65536,true,pve-node-01,Ubuntu 22.04 LTS,linux,Ubuntu,22.04,Michael Brown,true,10.0.11.89:101:10.0.11.1,198.51.100.89:200:198.51.100.1,,SR-50079,decommissioned,web;prod;pci-dss;frontend,DevOps Team,temporary
vm-pro-080,proxmox,pve-cluster-01,haproxy:load-balancer-team;keepalived,true,172.16.10.90:300:172.16.10.1,s3://backups/vm-pro-080,Logistics Platform,8,high,dc-west-02,,Fleet VM instance 080 hosting infrastructure services,scsi0:40:local-zfs:thin;scsi1:200:local-zfs:thin,development,vm-ext-1080,vm-pro-080.example.com,true,2026-06-09,2026-07-02,2026-05-18,retired,32768,true,pve-node-04,Debian 12 Bookworm,linux,Debian,12.5,David Chen,true,10.0.11.90:101:10.0.11.1,198.51.100.90:200:198.51.100.1,,SR-50080,running,search;elastic;cluster-node;heavy-io,Platform Eng,permanent
vm-vmw-081,vmware,vsphere-cluster-01,haproxy:load-balancer-team;keepalived,true,,s3://backups/vm-vmw-081,Customer Success,4,low,dc-west-02,2026-10-10,Fleet VM instance 081 hosting infrastructure services,disk0:250:ssd-array:thick;disk1:500:hdd-array:thick,uat,vm-ext-1081,vm-vmw-081.example.com,true,2026-06-08,2026-07-09,2026-05-07,retiring,8192,true,esxi-host-03,RHEL 9.2 Enterprise,linux,RedHat,9.2,Michael Brown,true,10.0.11.91:101:10.0.11.1,198.51.100.91:200:198.51.100.1,,SR-50081,running,database;primary;critical;postgres,Database Admins,temporary
vm-vmw-082,vmware,vsphere-cluster-02,kafka:stream-team;zookeeper;schema-registry,true,,,Engineering,32,critical,dc-eu-01,,Fleet VM instance 082 hosting infrastructure services,scsi0:80:vsan-ds01,development,vm-ext-1082,vm-vmw-082.example.com,true,2026-06-24,2026-07-04,2026-05-24,retired,65536,true,esxi-host-01,AlmaLinux 9.3,linux,AlmaLinux,9.3,Sarah Jenkins,true,10.0.10.92:100:10.0.10.1,198.51.100.92:200:198.51.100.1,Quarterly security audit passed,SR-50082,decommissioned,monitoring;metrics;prometheus;ops,Database Admins,permanent
vm-pro-083,proxmox,pve-cluster-02,iis;sqlserver:data-team,true,,s3://backups/vm-pro-083,Logistics Platform,16,medium,dc-eu-01,2026-10-18,Fleet VM instance 083 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,uat,vm-ext-1083,vm-pro-083.example.com,false,2026-06-08,2026-07-24,2026-05-05,retiring,16384,true,pve-node-02,Server 2022 Datacenter,windows,Windows Server,2022,Jane Doe,true,10.0.12.93:102:10.0.12.1,,Quarterly security audit passed,SR-50083,unknown,messaging;kafka;broker;event-driven,Platform Eng,temporary
vm-vmw-084,vmware,vsphere-cluster-02,haproxy:load-balancer-team;keepalived,true,172.16.10.94:300:172.16.10.1,s3://backups/vm-vmw-084,Customer Success,16,high,dc-east-02,2026-10-16,Fleet VM instance 084 hosting infrastructure services,disk0:80:vsan-datastore:thin,uat,vm-ext-1084,vm-vmw-084.example.com,false,2026-06-02,2026-07-17,2026-05-02,retiring,16384,false,esxi-host-02,AlmaLinux 9.3,linux,AlmaLinux,9.3,John Smith,true,10.0.12.94:102:10.0.12.1,,Quarterly security audit passed,SR-50084,powered_off,web;prod;pci-dss;frontend,SRE Team,temporary
vm-pro-085,proxmox,pve-cluster-02,elasticsearch:log-team;kibana;logstash,false,172.16.10.95:300:172.16.10.1,,Marketing Dept,32,high,dc-east-02,,Fleet VM instance 085 hosting infrastructure services,scsi0:30,production,vm-ext-1085,vm-pro-085.example.com,true,2026-06-01,2026-07-17,2026-05-27,retired,16384,true,pve-node-02,RHEL 9.2 Enterprise,linux,RedHat,9.2,Sarah Jenkins,false,10.0.12.95:102:10.0.12.1,,Quarterly security audit passed,SR-50085,powered_off,database;primary;critical;postgres,DevOps Team,permanent
vm-pro-086,proxmox,pve-cluster-01,mongodb:database-team;express-api,true,,s3://backups/vm-pro-086,Logistics Platform,4,medium,dc-east-02,,Fleet VM instance 086 hosting infrastructure services,scsi0:120:nvme-pool:thin;scsi1:500:san-vol01:thick,testing,vm-ext-1086,vm-pro-086.example.com,false,2026-06-16,2026-07-02,2026-05-21,active,8192,true,pve-node-02,Debian 12 Bookworm,linux,Debian,12.5,Sarah Jenkins,false,10.0.15.96:105:10.0.15.1,198.51.100.96:200:198.51.100.1,,SR-50086,decommissioned,k8s;worker;stateless;compute,SRE Team,permanent
vm-pro-087,proxmox,pve-cluster-02,elasticsearch:log-team;kibana;logstash,false,,,Customer Success,8,critical,dc-west-01,,Fleet VM instance 087 hosting infrastructure services,scsi0:60:nvme-fast:thin,production,vm-ext-1087,vm-pro-087.example.com,false,2026-06-27,2026-07-13,2026-05-03,retired,32768,true,pve-node-04,RHEL 9.2 Enterprise,linux,RedHat,9.2,David Chen,false,10.0.12.97:102:10.0.12.1,,Quarterly security audit passed,SR-50087,powered_off,monitoring;metrics;prometheus;ops,DevOps Team,permanent
vm-pro-088,proxmox,pve-cluster-02,api-gateway;auth-service:security-team;rate-limiter,true,,s3://backups/vm-pro-088,Logistics Platform,32,critical,dc-west-02,,Fleet VM instance 088 hosting infrastructure services,scsi0:30,staging,vm-ext-1088,vm-pro-088.example.com,true,2026-06-14,2026-07-06,2026-05-22,active,32768,true,pve-node-03,RHEL 9.2 Enterprise,linux,RedHat,9.2,Maria Garcia,false,10.0.11.98:101:10.0.11.1,198.51.100.98:200:198.51.100.1,Quarterly security audit passed,SR-50088,running,monitoring;metrics;prometheus;ops,Cloud Ops,permanent
vm-vmw-089,vmware,vsphere-cluster-01,gitlab-runner;docker-registry,true,,s3://backups/vm-vmw-089,Logistics Platform,8,high,dc-east-01,2026-10-24,Fleet VM instance 089 hosting infrastructure services,disk0:80:vsan-datastore:thin,testing,vm-ext-1089,vm-vmw-089.example.com,true,2026-06-03,2026-07-12,2026-05-18,retiring,16384,false,esxi-host-01,RHEL 9.2 Enterprise,linux,RedHat,9.2,Alex Lee,false,10.0.12.99:102:10.0.12.1,,,SR-50089,running,monitoring;metrics;prometheus;ops,Cloud Ops,temporary
vm-vmw-090,vmware,vsphere-cluster-02,gitlab-runner;docker-registry,true,,,Marketing Dept,8,low,dc-west-01,,Fleet VM instance 090 hosting infrastructure services,scsi0:80:vsan-ds01,sandbox,vm-ext-1090,vm-vmw-090.example.com,true,2026-06-08,2026-07-24,2026-05-21,retired,8192,true,esxi-host-01,AlmaLinux 9.3,linux,AlmaLinux,9.3,Alex Lee,false,10.0.11.100:101:10.0.11.1,198.51.100.100:200:198.51.100.1,,SR-50090,powered_off,monitoring;metrics;prometheus;ops,Database Admins,permanent
vm-pro-091,proxmox,pve-cluster-02,mongodb:database-team;express-api,true,,s3://backups/vm-pro-091,Logistics Platform,8,critical,dc-east-02,2026-10-27,Fleet VM instance 091 hosting infrastructure services,scsi0:60:nvme-fast:thin,testing,vm-ext-1091,vm-pro-091.example.com,true,2026-06-06,2026-07-13,2026-05-11,retiring,16384,true,pve-node-01,AlmaLinux 9.3,linux,AlmaLinux,9.3,Michael Brown,true,10.0.15.101:105:10.0.15.1,198.51.100.101:200:198.51.100.1,,SR-50091,archived,dev;sandbox;experimental,SRE Team,temporary
vm-pro-092,proxmox,pve-cluster-02,haproxy:load-balancer-team;keepalived,true,172.16.10.102:300:172.16.10.1,s3://backups/vm-pro-092,Marketing Dept,16,medium,dc-west-01,,Fleet VM instance 092 hosting infrastructure services,scsi0:60:nvme-fast:thin,sandbox,vm-ext-1092,vm-pro-092.example.com,true,2026-06-21,2026-07-10,2026-05-08,retired,65536,true,pve-node-04,AlmaLinux 9.3,linux,AlmaLinux,9.3,John Smith,false,10.0.11.102:101:10.0.11.1,198.51.100.102:200:198.51.100.1,,SR-50092,powered_off,k8s;worker;stateless;compute,SRE Team,permanent
